Username,Personas,QuestionNumber,Stage,Timestamp,Question
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,33,3,11/04/2026 14:18,"How many noise spikes (sneezes, drops) happen each day?"
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,34,3,11/04/2026 14:18,Could a low-decibel music be played over the speakers without making the workspace too loud?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,35,3,11/04/2026 14:18,When should we lower the blinds to prevent glare from the windows?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,36,3,11/04/2026 14:17,Are desks near the lighting fixtures hotter than other areas of the room?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,37,3,11/04/2026 14:17,Are there any dark spots in this room?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,38,3,11/04/2026 14:17,Which parts of this room experience the heaviest drafts?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,39,3,11/04/2026 14:17,Are there any areas of this room hotter than others?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,40,3,11/04/2026 14:17,What's the underlying noise level in this room with everybody present?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,41,3,11/04/2026 14:16,How much has the temperature increased with everybody arriving at work?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,42,2,11/04/2026 14:14,Can the neighbors hear my son's guitar playing?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,43,2,11/04/2026 14:13,Can you warm the house up about 30 minutes before I get up in the morning?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,44,2,11/04/2026 14:13,"It's chilly at night, can you make it a little warmer?"
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,45,2,11/04/2026 14:13,How much energy is being wasted right now?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,46,2,11/04/2026 14:13,Are we safe from a lightning strike?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,47,2,11/04/2026 14:12,How much power is being used in our home while we're away?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,48,2,11/04/2026 14:12,It's been cloudy for a few days; how is your battery level?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,49,2,11/04/2026 14:12,Is it safe to leave the windows open as we leave the house today?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,50,2,11/04/2026 14:11,Does my A/C need maintanenance?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,51,2,11/04/2026 14:11,"If I leave windows open, will the temperature drop below my furnace threshold?"
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,52,2,11/04/2026 14:11,How much has the temperature dropped since nightfall?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,53,2,11/04/2026 14:10,Is the humidity in the bathroom high enough to cause mold or water damage?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,54,2,11/04/2026 14:10,My plants need a relative humidity around 60%. Should I increase or decrease this room?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,55,2,11/04/2026 14:10,Which room needs to be dusted the most?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,56,2,11/04/2026 14:09,Have any PM2.5 infiltrated this space?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,57,2,11/04/2026 14:09,Can you detect any VOC in this room?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,58,2,11/04/2026 14:08,Can you fix the glare in the living room television?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,59,2,11/04/2026 14:08,Why is my tub taking so long to fill up?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,60,2,11/04/2026 14:08,Do any of my faucets have a damaged flow-efficiency?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,61,2,11/04/2026 14:07,How much water is the upstairs toilet using in comparison to the downstairs toilet?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,62,2,11/04/2026 14:07,Do I have any water leaks?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,63,1,11/04/2026 14:06,How long has this window been cracked?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,64,1,11/04/2026 14:06,Is my fridge running as efficiently as it was last year?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,65,1,11/04/2026 14:06,Shut off all unnecessary lights and power outlets.
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,66,1,11/04/2026 14:05,Which outlets are actively using power?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,67,1,11/04/2026 14:05,What allergens are in this room? Why am I sneezing?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,68,1,11/04/2026 14:05,Is there any mold in this room?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,69,1,11/04/2026 14:05,Where is the water dripping coming from?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,70,1,11/04/2026 14:04,Do I have any water leaks?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,71,1,11/04/2026 14:04,Is the stove preheated?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,72,1,11/04/2026 14:04,Did I leave the stove on?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,73,1,11/04/2026 14:04,Where is my dog?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,74,1,11/04/2026 14:04,Is the air quality in this room dangerous for my bird?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,75,1,11/04/2026 14:03,How long will it take this smoke to clear from my burnt dinner?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,76,1,11/04/2026 14:03,What is using the most power in this room right now?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,77,1,11/04/2026 14:03,Did I leave any lights on?
