ID,Stakeholder_Role,Question,source_systems,n_systems,Complexity_L,Readiness_R
AU-064,Auditors and certification assessors,"Can unauthorised modification, replacement or deletion be detected, while every authorised correction remains visible and attributable?",,0,,
AU-065,Auditors and certification assessors,"Can every extraction, join, filter, calculation and chart be rerun from authorised inputs with the declared method, version and tolerance?",,0,,
AU-066,Auditors and certification assessors,"Are event time, device time, gateway time and server time aligned closely enough, with time zones and daylight-saving handled, to support the claimed sequence?",it_network,1,,
AU-067,Auditors and certification assessors,"Can the complete evidence package be regenerated from controlled sources, snapshots and documented rules without relying on personal or uncontrolled files?",,0,,
AU-068,Auditors and certification assessors,"Are current, superseded, corrected, withdrawn and deleted record states distinguishable and traceable for the permitted retention period?",,0,,
AU-069,Auditors and certification assessors,"Which model, rule, query, threshold, configuration and input version produced each analytical output used in the assessment file?",,0,,
AU-070,Auditors and certification assessors,"Can authorised access, export, sharing, redaction and receipt of evidence be traced by role, purpose, object and time?",policy_governance,1,,
AU-071,Auditors and certification assessors,"Which proposed report facts are directly supported, which require qualification, and what exact evidence citation belongs with each statement?",,0,,
AU-072,Auditors and certification assessors,"Which statements require explicit qualification for sampling, missingness, source conflict, restricted access, timing, calibration or measurement uncertainty?",,0,,
AU-073,Auditors and certification assessors,"How can population coverage, procedures completed and unresolved gaps be reported factually without implying a pass, fail, score or outcome?",,0,,
AU-074,Auditors and certification assessors,"Can a criterion-level matrix link requirements, controls, owners, sources, procedures, samples, exceptions, limitations and workpapers without generating conclusions?",,0,,
AU-075,Auditors and certification assessors,"Which matters require a formal management representation because independent evidence is unavailable, incomplete or solely management-held?",policy_governance,1,,
AU-076,Auditors and certification assessors,"What verified evidence, owner clarification or competent specialist judgement remains outstanding before fieldwork closure or decision handover?",,0,,
AU-077,Auditors and certification assessors,"Are prior-period comparisons valid after reconciling scope, criteria, populations, methods, deployment, calibration and data-quality changes?",,0,,
AU-078,Auditors and certification assessors,"What evidence and level of detail may be disclosed to each authorised report, certification-file and external-summary audience?",policy_governance,1,,
AU-079,Auditors and certification assessors,"Can a neutral factual draft keep verified observations, calculations, management statements, limitations and assessor judgements visibly separate?",,0,,
AU-080,Auditors and certification assessors,"Does the authorised decision-maker's package contain every required final component, unresolved matter, limitation, independence check and integrity record?",,0,,
AV-001,Teaching and audiovisual support team,"For teaching due to start in the next 90 minutes, which rooms have complete current AV evidence and which require an on-site check?",access_control|it_network|sensor_telemetry,3,L2,R2
AV-002,Teaching and audiovisual support team,"Has the first teaching room of the day completed its approved start-up sequence, or should we visit it before staff arrive?",access_control|it_network|sensor_telemetry,3,L2,R2
AV-003,Teaching and audiovisual support team,"Following maintenance, is there enough post-work evidence to keep this room in service, or should it remain on hold?",access_control|booking|cmms_work|it_network|sensor_telemetry|timetable,6,L2,R2
AV-004,Teaching and audiovisual support team,Is the approved display and input path ready for the presenter's declared connection in the next session?,cmms_work|it_network|sensor_telemetry,3,L2,R2
AV-005,Teaching and audiovisual support team,"Is the complete audio path ready for the scheduled teaching format, including the required microphone type?",sensor_telemetry,1,L2,R2
AV-006,Teaching and audiovisual support team,Are the managed lectern computer and authorised USB peripherals ready for the next class?,sensor_telemetry,1,L2,R2
AV-007,Teaching and audiovisual support team,Which rooms starting soon need a charged wireless-microphone battery or an approved spare staged in advance?,sensor_telemetry,1,L3,R2
AV-008,Teaching and audiovisual support team,Is the authorised lecture-capture endpoint technically ready for the next scheduled recording window?,sensor_telemetry,1,L2,R2
